,Location,Vehicle_Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Company,Fuel_Consumption(kmpl),Engine(CC),Power(bhp),Price
5097,Mumbai,12,81308,Diesel,Automatic,Second,5.0,BMW,13.2,1995.0,170.0,7.95
5098,Delhi,4,35000,Petrol,Manual,First,5.0,MARUTI,24.7,796.0,47.3,2.65
5099,Coimbatore,8,65349,Petrol,Manual,First,5.0,MARUTI,20.92,998.0,67.1,2.81
5100,Hyderabad,8,80000,Petrol,Automatic,First,5.0,AUDI,15.64,1798.0,167.62,17.5
5101,Mumbai,8,61000,Petrol,Manual,First,5.0,MARUTI,16.1,1197.0,85.0,3.3
5102,Kochi,1,31817,Petrol,Manual,First,5.0,MARUTI,22.5,998.0,67.04,5.34
5103,Hyderabad,4,41000,Diesel,Manual,First,5.0,SKODA,21.14,1498.0,103.52,8.5
5104,Kochi,10,82606,Petrol,Manual,Second,5.0,HONDA,16.0,1198.0,90.0,2.69
5105,Ahmedabad,5,52000,Diesel,Manual,First,7.0,MAHINDRA,16.0,2179.0,140.0,11.5
5106,Coimbatore,9,50318,Petrol,Manual,First,5.0,MARUTI,18.5,1197.0,85.8,4.06
5107,Hyderabad,4,50000,Diesel,Automatic,First,5.0,MERCEDES-BENZ,17.9,2143.0,201.15,49.0
5108,Bangalore,8,72000,Diesel,Manual,First,5.0,SKODA,20.5,1598.0,103.5,4.6
5109,Delhi,5,63776,Diesel,Manual,First,5.0,HYUNDAI,24.0,1120.0,70.0,3.96
5110,Mumbai,5,28133,Petrol,Manual,First,5.0,HYUNDAI,18.6,1197.0,81.86,5.6
5111,Kolkata,3,45000,Diesel,Manual,First,5.0,TATA,22.95,1248.0,74.0,3.75
5112,Jaipur,5,55697,Diesel,Manual,First,5.0,HYUNDAI,22.54,1396.0,88.73,5.5
5113,Delhi,8,62000,Diesel,Manual,Second,5.0,SKODA,20.5,1598.0,103.5,3.0
5114,Mumbai,9,48000,Petrol,Manual,First,5.0,FIAT,16.0,1368.0,90.0,3.0
5115,Pune,10,90246,Petrol,Manual,First,5.0,MARUTI,16.1,1298.0,88.2,2.95
5116,Hyderabad,5,80500,Diesel,Manual,First,5.0,TATA,25.0,1396.0,69.0,2.45
5117,Pune,8,119000,Diesel,Automatic,First,5.0,MERCEDES-BENZ,14.84,2143.0,170.0,13.99
5118,Bangalore,4,28541,Diesel,Automatic,First,5.0,MERCEDES-BENZ,11.57,2987.0,254.79,60.75
5119,Kolkata,12,45500,Petrol,Manual,Second,5.0,HYUNDAI,0.0,1086.0,0.0,1.17
5120,Chennai,8,41000,Petrol,Manual,Second,5.0,HONDA,16.8,1497.0,116.3,4.5
5121,Mumbai,10,58000,Petrol,Manual,Second,5.0,HYUNDAI,18.5,1197.0,80.0,2.5
5122,Chennai,5,99000,Diesel,Manual,First,7.0,TOYOTA,13.0,2982.0,168.5,20.5
5123,Delhi,6,31200,Petrol,Manual,First,5.0,HYUNDAI,18.9,1197.0,82.0,3.9
5124,Chennai,11,85000,Diesel,Manual,Second,5.0,VOLKSWAGEN,15.0,1896.0,105.0,3.5
5125,Hyderabad,4,60924,Petrol,Automatic,First,5.0,FORD,15.63,1499.0,110.4,8.3
5126,Chennai,8,45000,Petrol,Manual,First,5.0,HYUNDAI,21.1,814.0,55.2,2.5
5127,Kolkata,9,44000,Petrol,Automatic,First,5.0,NISSAN,19.15,1198.0,75.94,2.65
5128,Kochi,4,30534,Petrol,Automatic,First,5.0,HONDA,19.0,1199.0,88.7,7.42
5129,Kochi,4,46399,Petrol,Manual,First,5.0,VOLKSWAGEN,16.47,1198.0,74.0,4.63
5130,Kolkata,12,42000,Petrol,Manual,First,5.0,MARUTI,19.7,796.0,46.3,1.09
5131,Delhi,9,67000,Diesel,Manual,First,5.0,HYUNDAI,22.32,1582.0,126.32,3.8
5132,Mumbai,7,58000,Diesel,Automatic,First,5.0,MERCEDES-BENZ,10.0,2148.0,170.0,15.75
5133,Coimbatore,5,27000,Petrol,Manual,First,5.0,TATA,17.57,1193.0,88.7,5.27
5134,Mumbai,8,39566,Petrol,Manual,Second,5.0,HONDA,18.4,1198.0,86.8,2.75
5135,Chennai,4,14980,Diesel,Manual,First,5.0,HONDA,27.3,1498.0,98.6,7.4
5136,Jaipur,3,18491,Petrol,Automatic,First,5.0,MARUTI,24.07,998.0,67.1,3.9
5137,Jaipur,15,90000,Petrol,Manual,Second,5.0,MARUTI,17.3,993.0,60.0,0.7
5138,Pune,5,118211,Diesel,Manual,First,5.0,HYUNDAI,22.54,1396.0,88.73,5.9
5139,Coimbatore,4,63316,Diesel,Manual,First,5.0,MARUTI,22.7,1598.0,118.0,9.58
5140,Delhi,6,42000,Diesel,Automatic,First,5.0,MERCEDES-BENZ,14.21,2143.0,203.0,24.95
5141,Kochi,5,25648,Petrol,Manual,First,7.0,CHEVROLET,13.7,1399.0,98.82,4.29
5142,Delhi,9,67612,Diesel,Automatic,Second,5.0,MERCEDES-BENZ,14.21,2143.0,203.0,11.5
5143,Mumbai,4,33000,Diesel,Manual,First,7.0,MAHINDRA,16.0,2179.0,140.0,9.65
5144,Mumbai,5,20000,Petrol,Manual,First,5.0,HYUNDAI,20.36,1197.0,78.9,3.75
5145,Pune,13,143000,Petrol,Manual,Second,5.0,HYUNDAI,14.2,1341.0,82.9,1.1
5146,Coimbatore,6,118218,Diesel,Automatic,First,7.0,AUDI,12.07,2967.0,241.4,31.41
5147,Pune,8,99000,Diesel,Manual,Third,8.0,MAHINDRA,12.05,2179.0,120.0,6.0
5148,Pune,4,22700,Petrol,Manual,First,5.0,HONDA,18.7,1199.0,88.7,5.55
5149,Jaipur,3,28000,Diesel,Manual,First,7.0,TATA,14.0,2179.0,138.1,10.91
5150,Kolkata,6,62000,Diesel,Manual,First,7.0,MAHINDRA,15.1,2179.0,140.0,7.25
5151,Hyderabad,8,107023,Diesel,Manual,First,5.0,VOLKSWAGEN,22.07,1199.0,73.9,3.9
5152,Delhi,8,71082,Diesel,Manual,First,5.0,MARUTI,19.3,1248.0,73.9,3.95
5153,Mumbai,7,60000,Diesel,Automatic,First,5.0,AUDI,15.73,1968.0,174.33,22.0
5154,Delhi,6,21701,Petrol,Manual,First,5.0,MARUTI,23.1,998.0,67.04,3.38
5155,Mumbai,9,56000,Petrol,Manual,First,5.0,HONDA,16.8,1497.0,116.3,3.45
5156,Delhi,4,32450,Petrol,Manual,First,5.0,HYUNDAI,18.6,1197.0,81.83,5.75
5157,Jaipur,4,12500,Petrol,Manual,First,5.0,RENAULT,25.17,799.0,53.3,2.75
5158,Kochi,1,20483,Diesel,Automatic,First,5.0,MERCEDES-BENZ,17.9,2143.0,136.0,30.3
5159,Hyderabad,6,45800,Diesel,Manual,First,5.0,FORD,22.7,1498.0,89.84,7.5
5160,Coimbatore,5,35441,Petrol,Manual,First,5.0,HYUNDAI,18.6,1197.0,81.83,6.87
5161,Bangalore,5,86398,Diesel,Manual,First,7.0,TOYOTA,12.99,2494.0,100.6,15.2
5162,Chennai,8,150000,Diesel,Manual,First,5.0,NISSAN,21.64,1461.0,84.8,3.5
5163,Hyderabad,6,89000,Diesel,Manual,First,5.0,MARUTI,25.2,1248.0,74.0,5.85
5164,Hyderabad,10,68375,Petrol,Manual,First,5.0,MARUTI,19.0,998.0,66.1,2.5
5165,Pune,7,52000,Petrol,Manual,First,5.0,MARUTI,18.6,1197.0,85.8,3.95
5166,Jaipur,3,39000,Diesel,Automatic,First,5.0,MERCEDES-BENZ,17.9,2143.0,136.0,27.0
5167,Bangalore,6,68000,Petrol,Manual,Second,7.0,MARUTI,16.02,1373.0,93.7,6.75
5168,Jaipur,13,71000,Petrol,Manual,Second,5.0,MARUTI,18.9,998.0,67.1,1.5
5169,Hyderabad,8,72003,Diesel,Manual,First,5.0,VOLKSWAGEN,22.07,1199.0,73.9,3.9
5170,Hyderabad,6,135670,Diesel,Manual,First,5.0,FORD,22.7,1498.0,89.84,6.55
5171,Kochi,3,65850,Diesel,Manual,First,5.0,HONDA,25.1,1498.0,98.6,9.44
5172,Coimbatore,5,53920,Petrol,Manual,First,5.0,TOYOTA,14.28,1798.0,138.03,10.77
5173,Ahmedabad,6,58000,Diesel,Manual,First,7.0,MAHINDRA,15.1,2179.0,140.0,7.5
5174,Kolkata,4,4000,Petrol,Manual,First,5.0,MARUTI,24.7,796.0,47.3,3.0
5175,Chennai,10,58000,Diesel,Automatic,First,5.0,BMW,18.59,2993.0,265.0,11.75
5176,Kochi,4,29832,Petrol,Manual,First,5.0,HYUNDAI,21.1,814.0,55.2,3.29
5177,Chennai,4,71156,Diesel,Manual,First,5.0,MARUTI,26.59,1248.0,74.0,6.5
5178,Delhi,5,64687,Clean_Fuel,Manual,First,5.0,MARUTI,31.79,998.0,58.33,3.8
5179,Hyderabad,9,54000,Diesel,Automatic,First,5.0,AUDI,16.55,1968.0,147.51,18.0
5180,Bangalore,11,75000,Petrol,Automatic,Second,5.0,SKODA,13.7,1798.0,157.75,4.95
5181,Kochi,5,39208,Petrol,Manual,First,5.0,TATA,17.57,1193.0,88.7,4.52
5182,Kolkata,6,41000,Diesel,Manual,First,7.0,OTHERS,17.0,2149.0,139.07,8.0
5183,Coimbatore,7,38622,Petrol,Manual,First,5.0,HONDA,17.4,1497.0,117.3,6.26
5184,Chennai,4,18000,Petrol,Manual,First,5.0,NISSAN,16.95,1498.0,97.7,7.5
5185,Delhi,8,52000,Petrol,Manual,First,0.0,MARUTI,16.1,0.0,0.0,3.65
5186,Mumbai,9,45000,Petrol,Automatic,First,5.0,VOLKSWAGEN,14.4,1598.0,103.6,3.35
5187,Mumbai,6,48656,Petrol,Automatic,First,5.0,HYUNDAI,15.74,1591.0,121.3,5.5
5188,Bangalore,8,79000,Diesel,Automatic,First,5.0,HYUNDAI,22.0,1582.0,126.2,5.25
5189,Bangalore,8,88000,Diesel,Automatic,First,5.0,AUDI,16.55,1968.0,140.0,16.25
5190,Delhi,11,92000,Petrol,Manual,First,5.0,MARUTI,15.5,1586.0,103.3,2.7
5191,Chennai,1,9000,Diesel,Automatic,First,7.0,FORD,12.62,2198.0,158.0,32.9
5192,Coimbatore,12,50121,Petrol,Manual,First,5.0,MARUTI,20.4,1197.0,83.11,3.41
5193,Hyderabad,6,79000,Diesel,Manual,First,5.0,HYUNDAI,24.0,1120.0,70.0,4.15
5194,Hyderabad,6,46000,Diesel,Manual,Second,5.0,VOLKSWAGEN,20.14,1498.0,88.8,5.9
5195,Pune,8,100000,Petrol,Automatic,First,5.0,MERCEDES-BENZ,10.0,2496.0,157.7,11.5
5196,Kolkata,5,41000,Petrol,Manual,First,5.0,HYUNDAI,18.6,1197.0,81.83,4.75
5197,Chennai,5,25000,Petrol,Automatic,First,5.0,MARUTI,24.07,998.0,67.1,3.5
5198,Pune,6,71899,Diesel,Manual,First,7.0,MARUTI,20.77,1248.0,88.76,7.25
5199,Mumbai,4,7100,Petrol,Automatic,First,5.0,MARUTI,23.1,998.0,67.04,4.35
5200,Coimbatore,2,38171,Petrol,Automatic,Second,5.0,RENAULT,22.5,999.0,67.0,4.99
5201,Bangalore,7,70359,Diesel,Manual,First,8.0,MAHINDRA,12.05,2179.0,120.0,7.65
5202,Chennai,9,200000,Diesel,Manual,First,7.0,TOYOTA,12.8,2494.0,102.0,9.0
5203,Chennai,3,26969,Diesel,Manual,First,5.0,VOLKSWAGEN,22.07,1199.0,73.9,6.9
5204,Chennai,9,56500,Diesel,Manual,First,5.0,FORD,20.0,1399.0,68.0,2.9
5205,Kolkata,6,40000,Diesel,Manual,First,5.0,NISSAN,20.45,1461.0,83.8,5.75
5206,Kolkata,6,41000,Diesel,Manual,First,7.0,OTHERS,17.0,2200.0,139.01,8.0
5207,Kochi,3,53105,Petrol,Automatic,First,5.0,RENAULT,22.5,999.0,67.0,4.41
5208,Mumbai,7,23000,Diesel,Manual,First,5.0,SKODA,21.14,1498.0,103.52,4.95
5209,Hyderabad,4,80999,Diesel,Automatic,First,7.0,MAHINDRA,16.0,2179.0,140.0,14.4
5210,Chennai,8,82000,Diesel,Manual,First,5.0,FORD,20.0,1399.0,68.05,2.95
5211,Coimbatore,3,68557,Diesel,Manual,First,7.0,MAHINDRA,15.96,2523.0,62.1,8.14
5212,Hyderabad,4,34000,Diesel,Manual,First,5.0,VOLKSWAGEN,20.64,1498.0,108.5,8.45
5213,Pune,5,77000,Diesel,Manual,First,8.0,TOYOTA,12.99,2494.0,100.0,12.5
5214,Mumbai,8,48000,Diesel,Manual,First,7.0,MAHINDRA,15.1,2179.0,140.0,6.5
5215,Coimbatore,5,28232,Petrol,Manual,Second,5.0,FORD,15.8,1499.0,110.0,7.72
5216,Chennai,9,110000,Diesel,Automatic,First,5.0,VOLKSWAGEN,16.96,1968.0,138.1,8.0
5217,Chennai,11,120000,Diesel,Manual,Second,7.0,TATA,13.93,2179.0,138.0,3.0
5218,Mumbai,7,49000,Diesel,Automatic,First,4.0,BMW,8.2,2993.0,245.0,29.0
5219,Kolkata,6,22000,Petrol,Manual,First,5.0,VOLKSWAGEN,16.47,1198.0,74.0,4.11
5220,Coimbatore,5,14925,Petrol,Manual,First,5.0,HYUNDAI,18.5,1197.0,82.9,5.37
5221,Mumbai,7,75000,Diesel,Manual,First,7.0,MARUTI,20.77,1248.0,88.8,6.55
5222,Chennai,5,23000,Petrol,Manual,First,5.0,HONDA,17.4,1497.0,117.3,7.0
5223,Mumbai,6,57000,Petrol,Manual,First,5.0,HONDA,17.0,1497.0,118.0,5.48
5224,Kochi,7,76718,Diesel,Automatic,First,5.0,VOLKSWAGEN,16.96,1968.0,138.03,6.51
5225,Pune,4,138000,Diesel,Manual,First,5.0,HONDA,25.8,1498.0,98.6,5.15
5226,Hyderabad,7,140000,Diesel,Manual,Second,7.0,MAHINDRA,15.1,2179.0,140.0,9.0
5227,Mumbai,12,110000,Petrol,Automatic,Second,5.0,TOYOTA,14.53,1798.0,138.1,2.75
5228,Pune,15,126000,Petrol,Manual,Second,5.0,HYUNDAI,17.0,1086.0,0.0,1.2
5229,Bangalore,8,73000,Diesel,Automatic,First,5.0,BMW,22.69,1995.0,190.0,12.5
5230,Kochi,3,63423,Diesel,Manual,First,5.0,FORD,23.0,1498.0,98.96,7.69
5231,Kochi,7,62132,Petrol,Manual,First,5.0,HYUNDAI,18.5,1197.0,82.85,4.57
5232,Mumbai,7,51000,Petrol,Automatic,First,5.0,HONDA,16.8,1497.0,118.0,4.5
5233,Hyderabad,5,75000,Diesel,Manual,First,5.0,MARUTI,23.2,1248.0,73.94,4.9
5234,Kolkata,12,55410,Petrol,Manual,First,5.0,HYUNDAI,19.81,1086.0,68.05,1.65
5235,Mumbai,5,41000,Petrol,Manual,First,5.0,CHEVROLET,18.2,1199.0,82.4,3.25
5236,Chennai,8,45000,Diesel,Manual,First,5.0,HYUNDAI,22.32,1582.0,126.32,6.25
5237,Kochi,2,53322,Petrol,Manual,First,5.0,HYUNDAI,15.8,1591.0,121.3,12.13
5238,Jaipur,7,48000,Petrol,Manual,First,5.0,CHEVROLET,18.2,1199.0,82.4,3.25
5239,Hyderabad,7,72000,Diesel,Automatic,First,5.0,AUDI,14.16,1968.0,174.3,29.0
5240,Kochi,7,50266,Petrol,Manual,First,5.0,HONDA,17.0,1497.0,118.0,5.53
5241,Hyderabad,3,21800,Petrol,Manual,First,5.0,FORD,17.0,1497.0,121.36,8.75
5242,Bangalore,6,45000,Diesel,Automatic,Second,7.0,AUDI,12.07,2967.0,241.4,37.9
5243,Delhi,10,62000,Petrol,Manual,First,5.0,HYUNDAI,20.36,1197.0,78.9,2.4
5244,Chennai,6,41681,Petrol,Manual,First,5.0,HYUNDAI,17.0,1197.0,80.0,4.55
5245,Delhi,9,69313,Petrol,Manual,Second,5.0,MARUTI,17.5,1197.0,85.8,2.65
5246,Pune,3,49000,Diesel,Manual,Second,5.0,TATA,25.0,1396.0,69.0,1.6
5247,Coimbatore,8,40471,Diesel,Automatic,Second,5.0,BMW,16.2,2993.0,235.0,25.72
5248,Ahmedabad,7,60000,Diesel,Manual,First,5.0,MARUTI,22.9,1248.0,74.0,4.15
5249,Jaipur,2,1001,Petrol,Manual,First,5.0,FORD,19.0,1194.0,94.68,7.23
5250,Bangalore,12,38000,Petrol,Manual,Second,5.0,HYUNDAI,13.9,1599.0,103.2,2.6
5251,Mumbai,12,66000,Diesel,Automatic,Second,5.0,BMW,16.07,1995.0,181.0,7.25
5252,Kochi,3,33901,Diesel,Manual,First,8.0,TOYOTA,12.8,2494.0,102.0,14.29
5253,Hyderabad,9,57000,Diesel,Automatic,Second,5.0,MERCEDES-BENZ,14.94,2143.0,204.0,17.25
5254,Pune,7,170000,Diesel,Manual,First,5.0,HYUNDAI,22.54,1582.0,126.2,7.5
5255,Hyderabad,6,60000,Diesel,Manual,First,5.0,MARUTI,23.2,1248.0,73.94,4.35
5256,Pune,4,85000,Diesel,Manual,First,5.0,MARUTI,24.3,1248.0,88.5,8.9
5257,Kolkata,4,146000,Petrol,Manual,Second,5.0,HYUNDAI,19.1,1197.0,82.0,3.5
5258,Kolkata,6,56002,Diesel,Manual,First,5.0,HONDA,26.0,1498.0,98.6,6.1
5259,Mumbai,4,8554,Petrol,Manual,First,5.0,RENAULT,25.17,799.0,53.3,3.2
5260,Jaipur,6,62322,Diesel,Manual,First,5.0,TOYOTA,23.59,1364.0,67.06,4.9
5261,Kochi,5,37929,Petrol,Manual,First,5.0,MARUTI,24.07,998.0,67.1,3.69
5262,Chennai,4,5400,Petrol,Manual,First,5.0,TATA,23.84,1199.0,84.0,3.98
5263,Kolkata,7,60000,Diesel,Manual,First,5.0,HYUNDAI,21.9,1396.0,90.0,2.95
5264,Kochi,6,55730,Diesel,Automatic,First,5.0,AUDI,16.55,1968.0,147.51,15.21
5265,Hyderabad,5,62000,Diesel,Manual,First,5.0,MARUTI,28.4,1248.0,74.0,6.3
5266,Kochi,3,14576,Petrol,Manual,First,5.0,VOLKSWAGEN,17.0,1198.0,73.75,6.69
5267,Mumbai,3,17000,Petrol,Automatic,First,7.0,HONDA,16.0,1497.0,117.3,9.5
5268,Mumbai,11,28000,Petrol,Manual,First,5.0,HYUNDAI,17.0,1197.0,80.0,2.65
5269,Ahmedabad,8,58200,Diesel,Manual,First,7.0,HYUNDAI,14.66,2199.0,194.3,7.5
5270,Bangalore,15,53000,Petrol,Manual,Second,0.0,HONDA,0.0,0.0,0.0,1.85
5271,Kochi,2,12278,Petrol,Automatic,First,5.0,MARUTI,23.1,998.0,67.04,5.63
5272,Coimbatore,2,17665,Petrol,Manual,First,5.0,HYUNDAI,15.8,1591.0,121.3,11.78
5273,Hyderabad,15,200000,Diesel,Manual,Second,5.0,TATA,17.88,1396.0,52.8,0.85
5274,Mumbai,9,55893,Petrol,Manual,First,5.0,VOLKSWAGEN,15.04,1598.0,103.6,3.35
5275,Kochi,5,60586,Petrol,Manual,First,5.0,MARUTI,23.1,998.0,67.04,4.11
5276,Ahmedabad,5,13500,Diesel,Automatic,First,5.0,MERCEDES-BENZ,17.9,2143.0,136.0,25.51
5277,Jaipur,3,30000,Petrol,Manual,First,5.0,MARUTI,22.74,796.0,47.3,3.1
5278,Delhi,2,12000,Diesel,Automatic,First,7.0,FORD,10.91,3198.0,197.0,33.5
5279,Kolkata,3,65000,Petrol,Manual,First,5.0,TATA,17.57,1193.0,88.7,4.8
5280,Kolkata,6,38000,Petrol,Manual,First,5.0,VOLKSWAGEN,16.09,1598.0,103.5,3.49
5281,Mumbai,8,25000,Petrol,Manual,Second,7.0,MARUTI,17.5,1373.0,91.1,5.15
5282,Mumbai,9,100000,Diesel,Automatic,First,5.0,MERCEDES-BENZ,14.0,2987.0,224.0,14.41
5283,Mumbai,6,13710,Petrol,Manual,First,5.0,VOLKSWAGEN,16.2,1199.0,74.0,4.75
5284,Jaipur,5,100000,Diesel,Automatic,First,7.0,TOYOTA,12.55,2982.0,168.5,19.0
5285,Hyderabad,3,17000,Petrol,Manual,First,5.0,MARUTI,23.1,998.0,67.04,4.9
5286,Chennai,12,89000,Diesel,Automatic,Second,4.0,BMW,16.07,1995.0,181.0,6.3
5287,Jaipur,14,100173,Petrol,Manual,Second,5.0,HONDA,16.9,1497.0,100.0,2.4
5288,Pune,11,97000,Petrol,Manual,First,5.0,MITSUBISHI,13.17,1999.0,114.0,3.0
5289,Delhi,4,40190,Petrol,Manual,First,5.0,RENAULT,18.06,1198.0,74.93,4.25
5290,Hyderabad,4,29647,Diesel,Manual,First,5.0,VOLKSWAGEN,20.14,1498.0,88.0,6.3
5291,Kochi,2,43639,Petrol,Manual,First,5.0,MARUTI,21.1,998.0,100.0,8.15
5292,Kochi,8,37333,Petrol,Manual,First,5.0,HYUNDAI,20.36,1197.0,78.9,3.22
5293,Kochi,2,48407,Petrol,Manual,First,5.0,HYUNDAI,18.6,1197.0,81.83,7.65
5294,Delhi,9,25000,Petrol,Automatic,First,2.0,BMW,10.37,2979.0,306.0,30.0
5295,Pune,10,72400,Petrol,Manual,Second,5.0,HYUNDAI,20.36,1197.0,78.9,2.3
5296,Delhi,8,18000,Petrol,Automatic,First,4.0,MINI,13.6,1598.0,181.0,22.0
5297,Pune,8,65167,Petrol,Manual,First,5.0,HONDA,19.4,1198.0,86.8,3.28
5298,Kochi,4,25418,Petrol,Manual,First,5.0,MARUTI,20.73,1373.0,91.2,7.09
5299,Coimbatore,7,38995,Diesel,Manual,First,5.0,MARUTI,19.3,1248.0,73.9,6.46
5300,Chennai,8,60000,Diesel,Manual,First,5.0,VOLKSWAGEN,22.07,1199.0,73.9,4.0
5301,Delhi,9,72000,Diesel,Automatic,First,5.0,BMW,17.05,1995.0,184.0,11.0
5302,Coimbatore,4,31075,Diesel,Automatic,Second,7.0,AUDI,12.07,2967.0,241.4,49.79
5303,Kolkata,5,4311,Diesel,Manual,First,5.0,FORD,25.83,1498.0,99.0,4.8
5304,Bangalore,3,21000,Diesel,Automatic,First,5.0,BMW,21.76,1995.0,190.0,35.0
5305,Bangalore,9,54000,Diesel,Automatic,First,5.0,MERCEDES-BENZ,14.0,2987.0,224.0,21.99
5306,Mumbai,13,50000,Petrol,Manual,Second,5.0,MARUTI,17.3,1061.0,64.0,1.1
5307,Delhi,2,13000,Petrol,Manual,First,5.0,MARUTI,21.4,1197.0,83.1,6.6
5308,Pune,7,74000,Petrol,Manual,First,5.0,MARUTI,22.0,1197.0,81.8,4.5
5309,Pune,11,75000,Petrol,Manual,Second,5.0,CHEVROLET,14.7,1150.0,76.0,1.0
5310,Chennai,3,25000,Diesel,Manual,First,5.0,VOLKSWAGEN,20.14,1498.0,88.0,6.9
5311,Hyderabad,8,139000,Diesel,Automatic,First,5.0,LAND,0.0,2179.0,115.0,16.75
5312,Mumbai,5,52000,Diesel,Automatic,First,5.0,AUDI,14.16,1968.0,174.3,25.49
5313,Chennai,5,20000,Diesel,Automatic,First,5.0,AUDI,18.53,1968.0,187.74,35.5
5314,Kochi,2,32663,Diesel,Manual,First,5.0,HYUNDAI,24.0,1186.0,73.97,6.28
5315,Delhi,8,76777,Diesel,Manual,Second,8.0,MAHINDRA,12.05,2179.0,120.0,4.88
5316,Hyderabad,4,100303,Diesel,Manual,First,5.0,TATA,22.95,1248.0,74.0,3.7
5317,Kochi,5,43993,Petrol,Manual,First,5.0,HYUNDAI,21.1,814.0,55.2,3.45
5318,Kochi,4,72118,Diesel,Manual,First,8.0,MAHINDRA,15.4,2179.0,120.0,10.23
5319,Bangalore,10,83000,Petrol,Automatic,Second,5.0,HONDA,11.1,2354.0,142.0,6.5
5320,Mumbai,4,7523,Petrol,Manual,First,5.0,VOLKSWAGEN,16.2,1199.0,74.0,6.15
5321,Mumbai,6,34670,Petrol,Manual,First,7.0,MARUTI,15.1,1196.0,73.0,2.9
5322,Ahmedabad,4,30000,Diesel,Manual,First,5.0,HYUNDAI,24.0,1120.0,70.0,5.5
5323,Chennai,3,17000,Diesel,Automatic,First,7.0,FORD,10.91,3198.0,197.0,31.0
5324,Delhi,5,59261,Diesel,Manual,First,5.0,HYUNDAI,24.0,1186.0,73.97,4.25
5325,Kochi,4,65210,Diesel,Manual,First,5.0,MARUTI,22.9,1248.0,74.0,5.48
5326,Bangalore,4,19000,Petrol,Manual,First,5.0,HYUNDAI,18.6,1197.0,81.83,7.25
5327,Hyderabad,8,50000,Petrol,Manual,First,5.0,MARUTI,17.5,1298.0,85.8,3.0
5328,Hyderabad,5,47000,Diesel,Automatic,First,5.0,BMW,22.69,1995.0,190.0,29.5
5329,Mumbai,13,75000,Petrol,Manual,Second,5.0,HONDA,17.7,1497.0,78.0,1.49
5330,Pune,7,54534,Petrol,Automatic,First,5.0,HYUNDAI,16.95,1197.0,78.9,3.65
5331,Ahmedabad,2,13000,Diesel,Manual,First,5.0,FORD,23.0,1498.0,98.96,10.9
5332,Bangalore,5,48808,Petrol,Manual,First,5.0,MARUTI,23.1,998.0,67.04,4.3
5333,Pune,8,63001,Diesel,Manual,Second,7.0,MARUTI,20.77,1248.0,88.76,6.11
5334,Hyderabad,5,64771,Diesel,Manual,First,8.0,TOYOTA,12.8,2494.0,102.0,15.5
5335,Mumbai,4,34634,Petrol,Manual,First,5.0,HONDA,17.8,1497.0,117.3,6.9
5336,Bangalore,8,69242,Petrol,Manual,First,5.0,MARUTI,19.1,1197.0,85.8,4.69
5337,Kochi,9,33292,Petrol,Manual,First,5.0,MARUTI,18.5,1197.0,85.8,3.19
5338,Pune,8,55000,Petrol,Automatic,Second,5.0,HYUNDAI,15.0,1396.0,98.6,3.75
5339,Pune,1,1000,Petrol,Manual,First,5.0,HYUNDAI,17.19,1197.0,81.86,8.6
5340,Chennai,9,80000,Petrol,Manual,Second,5.0,HONDA,17.0,1497.0,118.0,3.85
5341,Coimbatore,4,65003,Diesel,Automatic,First,5.0,PORSCHE,13.6,4134.0,382.0,67.83
5342,Coimbatore,1,16573,Petrol,Manual,First,5.0,HONDA,17.8,1198.0,86.7,9.31
5343,Pune,12,152633,Petrol,Automatic,First,5.0,HONDA,12.9,1799.0,130.0,3.0
5344,Bangalore,5,53000,Petrol,Manual,First,5.0,HYUNDAI,18.6,1197.0,81.83,5.5
5345,Hyderabad,3,50129,Diesel,Manual,First,5.0,HYUNDAI,19.67,1582.0,126.2,13.3
5346,Hyderabad,7,63716,Diesel,Automatic,First,5.0,AUDI,15.73,1968.0,174.33,23.0
5347,Mumbai,2,11000,Petrol,Manual,First,5.0,MARUTI,24.7,796.0,47.3,3.35
5348,Chennai,8,115000,Diesel,Automatic,Third,5.0,BMW,15.06,1995.0,177.0,10.0
5349,Delhi,7,63265,Petrol,Manual,First,5.0,HYUNDAI,20.36,1197.0,78.9,2.95
5350,Pune,4,20000,Diesel,Manual,First,5.0,VOLKSWAGEN,21.66,1498.0,108.62,6.75
5351,Pune,10,79000,Petrol,Manual,Third,5.0,VOLKSWAGEN,16.47,1198.0,73.9,2.44
5352,Mumbai,5,41000,Petrol,Manual,First,5.0,MARUTI,20.73,1373.0,91.1,5.85
5353,Kochi,5,26323,Petrol,Automatic,First,5.0,VOLKSWAGEN,17.21,1197.0,103.5,7.4
5354,Pune,4,76000,Diesel,Manual,First,5.0,HYUNDAI,24.4,1120.0,71.0,3.8
5355,Hyderabad,12,69972,Petrol,Manual,First,5.0,HONDA,13.5,1799.0,130.0,3.8
5356,Kolkata,12,69000,Petrol,Manual,First,5.0,HONDA,17.7,1497.0,78.0,2.7
5357,Jaipur,4,65000,Diesel,Manual,First,7.0,MAHINDRA,15.96,2523.0,62.1,7.21
5358,Hyderabad,4,29512,Petrol,Manual,First,5.0,HONDA,17.4,1497.0,117.3,7.9
5359,Kolkata,3,51000,Diesel,Manual,First,5.0,HYUNDAI,25.4,1186.0,73.97,4.2
